owner,age,name,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,fule_Other
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
1.0,9,1449,735000,55300,1,0,1,0,0,1,0,0
1.0,9,1234,285000,74300,1,0,1,0,0,0,1,0
1.0,11,316,350000,48781,0,1,1,0,0,0,1,0
1.0,11,1441,290000,87620,1,0,1,0,0,1,0,0
1.0,4,1474,890000,40219,1,0,1,0,0,1,0,0
1.0,10,355,385000,11473,0,1,1,0,0,0,1,0
1.0,4,870,425000,8352,0,1,1,0,0,0,1,0
1.0,4,1047,525000,9745,0,1,1,0,0,1,0,0
1.0,4,441,550000,9748,0,1,1,0,0,0,1,0
1.0,9,1451,271000,49000,0,1,1,0,0,0,1,0
1.0,3,381,1490000,20694,1,0,1,0,0,0,1,0
1.0,6,442,490000,31080,0,1,1,0,0,0,1,0
1.0,7,396,260000,37605,0,1,1,0,0,0,1,0
1.0,7,540,455000,55850,1,0,1,0,0,0,1,0
1.0,11,1283,75000,58850,0,1,1,0,0,0,1,0
1.0,6,1368,421000,23839,0,1,1,0,0,0,1,0
1.0,5,956,550000,54000,1,0,1,0,0,0,1,0
1.0,8,564,330000,38000,0,1,1,0,0,1,0,0
1.0,9,1469,390000,45454,1,0,1,0,0,0,1,0
1.0,6,1180,599000,46957,1,0,1,0,0,1,0,0
4.0,14,425,110000,60000,0,1,0,1,0,0,1,0
1.0,5,1156,250000,25000,0,1,0,1,0,0,1,0
4.0,9,688,600000,110000,1,0,0,1,0,0,1,0
2.0,13,192,280000,190000,1,0,0,1,0,0,1,0
1.0,3,19,2700000,25000,1,0,0,1,0,1,0,0
1.0,13,670,80000,90000,0,1,0,1,0,0,1,0
1.0,2,806,350000,5000,0,1,0,1,0,0,1,0
1.0,6,993,475000,60000,1,0,0,1,0,0,1,0
1.0,1,11,4700000,1500,1,0,0,1,0,1,0,0
1.0,3,971,500000,50000,1,0,0,1,0,0,1,0
1.0,7,80,250000,120000,1,0,0,1,0,0,1,0
2.0,16,365,100000,120000,1,0,0,1,0,0,1,0
1.0,2,809,350000,5000,0,1,0,1,0,0,1,0
1.0,7,34,4000000,47000,1,0,0,1,0,1,0,0
1.0,4,1346,1900000,20000,0,1,0,1,0,1,0,0
2.0,16,479,95000,120000,0,1,0,1,0,0,1,0
1.0,6,447,409999,58000,1,0,0,1,0,0,1,0
1.0,3,749,1050000,35000,1,0,0,1,0,0,1,0
1.0,4,806,320000,30000,0,1,0,1,0,0,1,0
1.0,2,737,1000000,10000,1,0,0,1,0,0,1,0
1.0,4,1427,1770000,25000,1,0,0,1,0,0,1,0
1.0,3,725,950000,20000,1,0,0,1,0,0,1,0
1.0,3,978,750000,50000,1,0,0,1,0,0,1,0
1.0,7,402,220000,42000,0,1,0,1,0,0,1,0
1.0,4,1211,1000000,50000,1,0,0,1,0,0,1,0
1.0,4,357,660000,116000,1,0,0,1,0,0,1,0
1.0,6,889,716000,100000,1,0,0,1,0,0,1,0
1.0,6,867,675000,66000,0,1,0,1,0,0,1,0
3.0,11,686,385000,110000,1,0,0,1,0,0,1,0
1.0,7,126,325000,70000,1,0,0,1,0,0,1,0
1.0,6,381,950000,60000,1,0,0,1,0,0,1,0
4.0,14,189,400000,110000,1,0,0,1,0,1,0,0
1.0,7,1238,250000,25000,1,0,0,1,0,0,1,0
1.0,3,617,4000000,68000,0,1,0,1,0,1,0,0
1.0,7,793,210000,20000,0,1,0,1,0,0,1,0
2.0,10,553,147000,110000,0,1,0,1,0,0,1,0
1.0,3,1018,725000,26350,1,0,0,1,0,0,1,0
1.0,9,701,550000,90000,1,0,0,1,0,0,1,0
1.0,5,607,475000,25000,0,1,0,1,0,0,1,0
2.0,7,476,250000,50000,0,1,0,1,0,0,1,0
2.0,15,1220,70000,60000,0,1,0,1,0,0,1,0
3.0,9,396,160000,70000,0,1,0,1,0,0,1,0
2.0,10,185,1000000,90000,1,0,0,1,0,1,0,0
1.0,20,464,68000,70000,0,1,0,1,0,0,1,0
1.0,4,432,500000,26500,0,1,0,1,0,0,1,0
1.0,8,1244,170000,60000,1,0,0,1,0,0,1,0
1.0,3,691,1300000,35000,1,0,0,1,0,0,1,0
1.0,1,378,1050000,10000,1,0,0,1,0,0,1,0
1.0,12,925,300000,15000,0,1,0,1,0,0,1,0
1.0,5,600,600000,25000,0,1,0,1,0,0,1,0
1.0,4,520,900000,50000,1,0,0,1,0,0,1,0
1.0,2,437,550000,25000,0,1,0,1,0,0,1,0
2.0,14,811,100000,52000,0,1,0,1,0,0,1,0
1.0,4,287,400000,15000,0,1,0,1,0,0,1,0
1.0,10,1281,120000,20000,0,1,0,1,0,0,1,0
1.0,8,595,300000,90000,1,0,0,1,0,0,1,0
2.0,10,1260,140000,60000,1,0,0,1,0,0,1,0
1.0,6,1189,640000,23000,0,1,0,1,0,0,1,0
1.0,3,806,380000,22155,0,1,0,1,0,0,1,0
1.0,10,1281,120000,20000,0,1,0,1,0,0,1,0
1.0,3,851,650000,70000,0,1,0,1,0,0,1,0
2.0,12,811,150000,60000,0,1,0,1,0,0,1,0
1.0,3,222,550000,35000,0,1,0,1,0,0,1,0
1.0,9,756,650000,71042,1,0,1,0,0,0,1,0
2.0,9,1101,1025000,167870,1,0,1,0,0,0,1,0
1.0,10,200,195000,133564,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,27,1490000,40000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,3,333,1140000,23038,0,1,0,0,1,1,0,0
1.0,10,51,95000,70000,1,0,0,1,0,0,1,0
1.0,4,29,3050000,30000,1,0,0,1,0,1,0,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,4,823,585000,43608,0,1,0,0,1,0,1,0
1.0,3,822,825000,11212,0,1,0,0,1,1,0,0
1.0,8,580,280000,52000,1,0,1,0,0,0,1,0
1.0,5,830,725000,49217,0,1,0,0,1,0,1,0
1.0,6,732,300000,90000,1,0,0,1,0,0,1,0
1.0,6,545,375000,70000,0,1,0,1,0,0,1,0
4.0,18,314,310000,90000,0,1,0,1,0,0,1,0
3.0,10,973,375000,190000,1,0,0,1,0,0,1,0
1.0,5,186,1950000,106000,1,0,0,1,0,1,0,0
2.0,9,1338,400000,80000,1,0,0,1,0,0,1,0
2.0,7,1124,550000,80000,1,0,0,1,0,0,1,0
1.0,3,872,270000,20000,0,1,0,1,0,0,1,0
2.0,9,889,555000,110000,1,0,0,1,0,0,1,0
2.0,8,169,500000,60000,1,0,0,1,0,0,1,0
2.0,11,1174,400000,130000,1,0,0,1,0,1,0,0
1.0,4,391,280000,28838,0,1,0,1,0,0,1,0
1.0,13,1219,80000,200000,0,1,0,1,0,0,1,0
1.0,15,1217,55000,100000,1,0,0,1,0,0,1,0
1.0,7,794,250000,50000,0,1,0,1,0,0,1,0
4.0,11,642,250000,190000,1,0,0,1,0,0,1,0
2.0,14,649,95000,100000,1,0,0,1,0,0,1,0
2.0,7,675,725000,135000,1,0,0,1,0,0,1,0
3.0,6,634,320000,50000,1,0,0,1,0,0,1,0
3.0,7,1179,1200000,135000,1,0,0,1,0,1,0,0
1.0,9,51,160000,50000,1,0,0,1,0,0,1,0
1.0,3,350,790000,19571,1,0,1,0,0,0,1,0
1.0,3,336,1200000,29600,0,1,1,0,0,0,1,0
1.0,10,986,175000,70000,0,1,0,1,0,0,1,0
1.0,3,1022,950000,15000,1,0,0,1,0,1,0,0
1.0,2,835,340000,50000,0,1,0,1,0,0,1,0
1.0,4,1130,825000,13500,1,0,0,1,0,0,1,0
1.0,3,7,3100000,22000,0,1,0,1,0,1,0,0
1.0,3,276,780000,25000,1,0,1,0,0,0,1,0
3.0,11,1353,350000,80000,0,1,0,1,0,1,0,0
1.0,3,278,690000,39000,0,1,1,0,0,0,1,0
1.0,5,799,245000,60000,0,1,0,1,0,0,1,0
1.0,3,276,790000,49000,1,0,1,0,0,0,1,0
1.0,3,280,680000,48600,0,1,1,0,0,0,1,0
2.0,4,442,540000,20000,0,1,0,1,0,0,1,0
1.0,5,660,425000,25000,0,1,0,1,0,0,1,0
1.0,13,1067,140000,120000,0,1,0,1,0,0,1,0
1.0,2,890,1100000,30000,1,0,0,1,0,0,1,0
1.0,6,1158,715000,35000,1,0,0,1,0,0,1,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,6,18,1750000,127643,1,0,1,0,0,1,0,0
2.0,3,1345,400000,54000,0,1,1,0,0,0,1,0
1.0,7,12,1750000,102354,1,0,1,0,0,1,0,0
1.0,7,22,1850000,62237,0,1,1,0,0,1,0,0
2.0,16,486,114999,90000,0,1,1,0,0,0,1,0
1.0,3,160,950000,21394,1,0,1,0,0,0,1,0
1.0,6,112,310000,32686,0,1,1,0,0,0,1,0
1.0,15,646,575000,1001,1,0,1,0,0,0,1,0
1.0,4,1161,490000,22000,1,0,1,0,0,0,1,0
1.0,4,448,480000,53261,0,1,1,0,0,0,1,0
1.0,5,618,3500000,53000,1,0,1,0,0,1,0,0
1.0,3,1146,370000,10000,0,1,1,0,0,0,1,0
1.0,4,821,835000,14000,1,0,1,0,0,0,1,0
1.0,4,1458,650000,44000,0,1,1,0,0,0,1,0
1.0,7,1382,670000,39895,1,0,1,0,0,0,1,0
1.0,4,64,950000,73000,1,0,1,0,0,1,0,0
1.0,7,334,690000,17000,0,1,1,0,0,0,1,0
1.0,4,1458,670000,18591,0,1,1,0,0,0,1,0
1.0,4,1305,925000,26766,1,0,1,0,0,0,1,0
1.0,6,402,250000,30000,0,1,0,1,0,0,1,0
1.0,5,1313,509999,42000,1,0,0,1,0,0,1,0
1.0,7,321,520000,110000,1,0,0,1,0,0,1,0
1.0,16,1216,100000,100000,1,0,0,1,0,0,1,0
2.0,15,1217,85000,300000,1,0,0,1,0,0,1,0
3.0,12,1260,130000,110000,1,0,0,1,0,0,1,0
1.0,3,160,950000,27620,1,0,1,0,0,0,1,0
1.0,6,221,450000,70000,0,1,0,1,0,0,1,0
2.0,9,311,320000,50000,0,1,0,1,0,0,1,0
1.0,6,971,480000,50000,1,0,0,1,0,0,1,0
1.0,7,1096,2490000,46000,1,0,0,1,0,1,0,0
1.0,9,1419,790000,82000,1,0,0,1,0,0,1,0
1.0,5,922,120000,120000,0,1,0,1,0,0,1,0
3.0,15,814,75000,80000,0,1,0,1,0,0,1,0
1.0,11,1219,99000,70000,0,1,0,1,0,0,1,0
1.0,3,935,1015000,20000,1,0,0,1,0,0,1,0
2.0,8,763,250000,200000,1,0,0,1,0,0,1,0
1.0,10,1429,520000,120000,1,0,0,1,0,0,1,0
1.0,3,518,1100000,30000,1,0,0,1,0,1,0,0
1.0,16,1413,200000,223000,1,0,0,1,0,0,1,0
1.0,5,971,525000,60000,1,0,0,1,0,0,1,0
1.0,5,594,500000,40000,0,1,0,1,0,0,1,0
1.0,5,692,675000,161327,1,0,0,1,0,0,1,0
3.0,12,559,150000,60000,0,1,0,1,0,0,1,0
1.0,14,630,250000,50000,1,0,0,1,0,0,1,0
1.0,3,437,450000,6000,0,1,0,1,0,0,1,0
2.0,12,488,150000,68000,0,1,0,1,0,0,1,0
1.0,9,51,200000,85000,1,0,0,1,0,0,1,0
1.0,10,704,525000,70000,1,0,0,1,0,1,0,0
2.0,22,896,60000,35000,0,1,0,1,0,0,1,0
2.0,11,1005,180000,100000,1,0,0,1,0,0,1,0
1.0,6,269,475000,110000,1,0,0,1,0,0,1,0
2.0,11,704,380000,195000,1,0,0,1,0,1,0,0
2.0,6,793,285000,46000,0,1,0,1,0,0,1,0
2.0,13,816,91200,60000,0,1,0,1,0,0,1,0
1.0,4,118,250000,46000,0,1,0,1,0,0,1,0
1.0,6,447,400000,42000,1,0,0,1,0,0,1,0
2.0,15,480,160000,90000,0,1,0,1,0,1,0,0
2.0,9,1201,650000,85000,1,0,0,1,0,0,1,0
3.0,9,505,409999,120000,1,0,0,1,0,0,1,0
1.0,8,170,425000,72000,1,0,0,1,0,0,1,0
2.0,8,1037,250000,71000,0,0,0,1,0,0,1,1
4.0,12,976,200000,110000,0,1,0,1,0,0,1,0
2.0,8,1037,250000,71000,0,0,0,1,0,0,1,1
4.0,11,1461,130000,144000,1,0,0,1,0,0,1,0
1.0,4,870,260000,30000,0,1,1,0,0,0,1,0
1.0,14,525,155000,65000,0,1,1,0,0,0,1,0
1.0,6,350,450000,38000,1,0,0,1,0,0,1,0
2.0,9,938,220000,90000,0,1,0,1,0,0,1,0
1.0,3,588,650000,37000,1,0,1,0,0,0,1,0
1.0,3,793,285000,30000,0,1,1,0,0,0,1,0
1.0,3,273,725000,26000,0,1,1,0,0,1,0,0
1.0,5,866,625000,30000,0,1,1,0,0,0,1,0
1.0,5,590,550000,23000,0,1,1,0,0,0,1,0
1.0,9,554,240000,40000,0,1,1,0,0,0,1,0
1.0,7,1122,600000,27000,1,0,1,0,0,0,1,0
1.0,9,1294,350000,65000,1,0,1,0,0,0,1,0
1.0,6,402,245000,32000,0,1,1,0,0,0,1,0
1.0,5,629,600000,56000,1,0,1,0,0,0,1,0
1.0,4,36,2400000,30000,1,0,0,1,0,1,0,0
1.0,7,699,620000,80000,1,0,1,0,0,0,1,0
2.0,7,958,395000,52000,0,1,1,0,0,0,1,0
1.0,7,891,635000,13250,0,1,1,0,0,0,1,0
1.0,10,811,180000,36000,0,1,1,0,0,0,1,0
2.0,6,1007,484999,73000,1,0,1,0,0,0,1,0
1.0,17,811,110000,60000,0,1,0,1,0,0,1,0
2.0,15,1051,150000,60000,0,1,0,1,0,0,1,0
1.0,9,93,400000,110000,1,0,0,1,0,0,1,0
2.0,9,1233,200000,70000,1,0,0,1,0,0,1,0
2.0,8,1139,302000,60000,1,0,0,1,0,0,1,0
4.0,10,977,215000,90000,1,0,0,1,0,0,1,0
2.0,17,1051,155000,80000,0,1,0,1,0,0,1,0
2.0,7,1400,1000000,101000,1,0,0,1,0,0,1,0
1.0,3,637,550000,44000,1,0,0,1,0,0,1,0
1.0,15,954,200000,45000,0,1,0,1,0,0,1,0
1.0,4,692,750000,120000,1,0,0,1,0,0,1,0
2.0,16,1072,90000,90000,0,1,0,1,0,0,1,0
2.0,14,1041,80000,120000,0,1,0,1,0,0,1,0
1.0,8,394,229999,13500,0,1,0,1,0,0,1,0
1.0,4,1146,350000,10000,0,1,0,1,0,0,1,0
3.0,6,448,325000,25000,0,1,0,1,0,0,1,0
1.0,3,1334,450000,8500,0,1,0,1,0,0,1,0
1.0,9,937,250000,120000,1,0,0,1,0,0,1,0
1.0,9,1459,225000,120000,1,0,0,1,0,0,1,0
3.0,12,814,150000,90246,0,1,0,1,0,0,1,0
2.0,13,812,110000,90000,0,1,0,1,0,0,1,0
2.0,11,816,150000,40000,0,1,0,1,0,0,1,0
4.0,21,903,165000,60000,0,1,0,1,0,0,1,0
2.0,4,1137,610000,32000,1,0,0,1,0,0,1,0
1.0,8,1273,170000,60400,1,0,0,1,0,0,1,0
2.0,13,516,150000,70950,1,0,0,1,0,0,1,0
1.0,8,595,300000,90000,1,0,0,1,0,0,1,0
1.0,6,537,375000,72000,1,0,0,1,0,0,1,0
1.0,8,992,390000,90000,1,0,0,1,0,0,1,0
1.0,4,584,600000,10000,0,1,0,1,0,0,1,0
2.0,7,793,204999,25000,0,1,0,1,0,0,1,0
2.0,12,516,270000,80000,1,0,0,1,0,0,1,0
1.0,4,453,375000,10000,0,1,0,1,0,0,1,0
1.0,1,830,700000,1100,0,1,0,1,0,0,1,0
1.0,4,1001,455000,40000,0,1,0,1,0,0,1,0
1.0,4,562,375000,10000,0,1,0,1,0,0,1,0
1.0,7,441,341000,31491,0,1,0,1,0,0,1,0
2.0,7,971,200000,107143,1,0,0,1,0,0,1,0
1.0,4,906,450000,15000,0,1,0,1,0,1,0,0
2.0,9,474,170000,50000,0,1,0,1,0,0,1,0
1.0,4,1426,1900000,100000,1,0,0,1,0,0,1,0
1.0,5,633,500000,60000,1,0,0,1,0,0,1,0
1.0,5,1020,819999,85000,1,0,0,1,0,0,1,0
2.0,7,950,351000,40000,0,1,0,1,0,0,1,0
2.0,10,559,195000,80000,0,1,0,1,0,0,1,0
2.0,13,973,250000,82000,1,0,0,1,0,0,1,0
2.0,13,1061,120000,70000,0,1,0,1,0,0,1,0
3.0,12,788,180000,70000,0,1,0,1,0,0,1,0
1.0,5,657,430000,20000,1,0,0,1,0,0,1,0
2.0,9,1278,75000,35000,0,1,0,1,0,0,1,0
1.0,4,762,750000,80000,1,0,0,1,0,0,1,0
1.0,10,1281,60000,40000,0,1,0,1,0,0,1,0
1.0,6,1417,1500000,46412,1,0,0,1,0,0,1,0
4.0,10,643,390000,150000,1,0,0,1,0,0,1,0
1.0,5,717,630000,50000,1,0,0,1,0,0,1,0
1.0,3,1309,1085000,15000,1,0,0,1,0,0,1,0
2.0,9,559,190000,60000,0,1,0,1,0,0,1,0
1.0,3,825,550000,25000,0,1,0,1,0,1,0,0
3.0,9,793,200000,90000,0,1,0,1,0,0,1,0
1.0,10,86,165000,60000,0,1,0,1,0,0,1,0
1.0,8,230,260000,65000,1,0,0,1,0,0,1,0
1.0,10,811,151000,40000,0,1,0,1,0,0,1,0
1.0,3,1017,780000,50000,1,0,0,1,0,0,1,0
3.0,9,1236,175000,80000,1,0,0,1,0,0,1,0
1.0,11,1238,170000,107500,1,0,1,0,0,0,1,0
2.0,8,1238,210000,135000,1,0,1,0,0,0,1,0
2.0,14,814,90000,43826,0,1,1,0,0,0,1,0
1.0,5,589,535000,55838,0,1,1,0,0,0,1,0
1.0,14,993,195000,112880,1,0,1,0,0,0,1,0
3.0,10,1241,140000,90000,1,0,0,1,0,0,1,0
1.0,9,1115,350000,40000,0,1,0,1,0,0,1,0
1.0,8,508,425000,66000,0,1,0,1,0,0,1,0
1.0,4,1146,300000,30300,0,1,0,1,0,0,1,0
2.0,8,1480,340000,85000,1,0,0,1,0,0,1,0
1.0,12,976,250000,80659,0,1,1,0,0,0,1,0
1.0,13,42,170000,81324,0,1,1,0,0,0,1,0
1.0,8,269,315000,127884,1,0,1,0,0,0,1,0
1.0,6,59,200000,50000,0,1,0,1,0,0,1,0
1.0,5,59,300000,25000,0,1,0,1,0,0,1,0
1.0,6,269,300000,66755,1,0,1,0,0,0,1,0
1.0,8,309,380000,123084,0,1,1,0,0,0,1,0
1.0,8,269,310000,95851,1,0,1,0,0,0,1,0
1.0,11,1053,260000,50000,0,1,0,1,0,0,1,0
2.0,13,916,150000,50000,0,1,0,1,0,0,1,0
2.0,15,898,85000,60000,0,1,0,1,0,0,1,0
2.0,6,793,280000,15000,0,1,0,1,0,0,1,0
1.0,5,773,850000,40000,1,0,0,1,0,0,1,0
2.0,4,108,375000,20000,0,1,0,1,0,0,1,0
3.0,15,406,125000,120000,1,0,0,1,0,0,1,0
1.0,9,52,250000,110000,1,0,0,1,0,0,1,0
1.0,7,1355,715000,234000,1,0,0,1,0,0,1,0
1.0,10,576,220000,70000,1,0,0,1,0,0,1,0
2.0,11,1225,110000,110000,1,0,0,1,0,0,1,0
2.0,14,535,150000,84000,0,1,0,1,0,0,1,0
1.0,9,1114,300000,170000,1,0,0,1,0,0,1,0
1.0,4,118,220000,40000,0,1,0,1,0,0,1,0
2.0,15,1030,75000,96000,0,1,0,1,0,0,1,0
1.0,12,1257,100000,20000,1,0,0,1,0,0,1,0
1.0,5,222,380000,15000,0,1,0,1,0,0,1,0
1.0,14,483,100000,50000,0,1,0,1,0,0,1,0
2.0,11,1450,480000,80000,0,1,0,1,0,0,1,0
1.0,9,1370,300000,124000,1,0,0,1,0,0,1,0
1.0,8,51,190000,70000,1,0,0,1,0,0,1,0
2.0,9,232,190000,130000,1,0,0,1,0,0,1,0
1.0,4,165,650000,19014,0,1,1,0,0,0,1,0
1.0,12,1362,300000,23262,0,1,1,0,0,0,1,0
1.0,5,244,700000,29600,1,0,1,0,0,0,1,0
1.0,6,562,310000,35925,0,1,1,0,0,0,1,0
1.0,3,910,500000,12000,0,1,0,1,0,0,1,0
1.0,8,1381,415000,40771,0,1,1,0,0,0,1,0
2.0,6,839,395000,30500,0,1,1,0,0,1,0,0
2.0,7,1372,430000,42000,0,1,1,0,0,0,1,0
2.0,14,1365,215000,55800,0,1,1,0,0,0,1,0
1.0,7,1142,550000,66569,1,0,1,0,0,0,1,0
1.0,7,1457,415000,81358,1,0,1,0,0,0,1,0
1.0,6,1455,450000,82695,1,0,1,0,0,0,1,0
2.0,7,231,285000,68293,1,0,1,0,0,0,1,0
1.0,5,356,580000,32000,0,1,1,0,0,1,0,0
1.0,7,970,300000,190621,1,0,1,0,0,0,1,0
1.0,3,521,1200000,60000,1,0,0,1,0,0,1,0
1.0,15,785,78000,64700,0,1,0,1,0,0,1,0
2.0,19,775,65000,100000,0,1,0,1,0,0,1,0
1.0,5,1341,400000,88470,1,0,0,1,0,0,1,0
1.0,5,502,850000,75000,1,0,0,1,0,0,1,0
2.0,8,1479,450000,120000,1,0,0,1,0,0,1,0
1.0,9,1085,2500000,35000,1,0,0,1,0,1,0,0
1.0,4,1366,780000,70000,1,0,0,1,0,0,1,0
1.0,4,1386,3200000,57000,1,0,0,1,0,1,0,0
1.0,1,799,350000,1000,0,1,0,1,0,0,1,0
2.0,8,668,285000,120000,1,0,0,1,0,0,1,0
1.0,6,1471,525000,98000,1,0,1,0,0,0,1,0
2.0,7,862,550000,90000,1,0,1,0,0,0,1,0
1.0,3,1435,580000,70000,1,0,0,1,0,0,1,0
3.0,8,1276,75000,25000,0,1,0,1,0,0,1,0
3.0,12,1266,185000,60000,1,0,0,1,0,0,1,0
4.0,14,918,110000,90000,0,1,0,1,0,0,1,0
2.0,17,300,180000,200000,0,1,0,1,0,0,1,0
2.0,11,1459,350000,110000,1,0,0,1,0,0,1,0
2.0,16,71,60000,126000,0,1,0,1,0,0,1,0
1.0,3,715,695000,70000,1,0,0,1,0,0,1,0
1.0,2,624,2700000,5000,1,0,0,1,0,1,0,0
2.0,14,1062,135000,74183,0,1,0,1,0,0,1,0
2.0,6,634,640000,70000,1,0,0,1,0,0,1,0
1.0,7,799,160000,90000,0,1,0,1,0,0,1,0
2.0,17,1221,80000,46000,0,1,0,1,0,0,1,0
2.0,8,971,340000,110000,1,0,0,1,0,0,1,0
2.0,9,928,110000,80000,1,0,0,1,0,0,1,0
2.0,8,1313,250000,90000,1,0,0,1,0,0,1,0
1.0,4,1427,1300000,70000,1,0,0,1,0,0,1,0
2.0,7,668,250000,1,1,0,0,1,0,0,1,0
1.0,12,1401,450000,192000,1,0,0,1,0,0,1,0
4.0,8,1033,240000,70000,0,1,0,1,0,0,1,0
2.0,14,631,225000,120000,1,0,0,1,0,0,1,0
2.0,6,1054,275000,60000,0,1,0,1,0,0,1,0
2.0,9,1317,320000,120000,1,0,0,1,0,0,1,0
1.0,13,812,75000,120000,0,1,0,1,0,0,1,0
2.0,14,1219,85000,50000,0,1,0,1,0,0,1,0
1.0,12,1229,90000,120000,1,0,0,1,0,0,1,0
2.0,14,1041,85000,80000,0,1,0,1,0,0,1,0
2.0,13,688,350000,80000,1,0,0,1,0,0,1,0
2.0,12,1198,355000,100000,1,0,0,1,0,1,0,0
1.0,1,998,619000,1500,0,1,0,1,0,0,1,0
1.0,3,615,1700000,50000,1,0,0,1,0,0,1,0
2.0,15,1215,55000,100000,1,0,0,1,0,0,1,0
1.0,15,204,95000,83411,0,1,0,1,0,0,1,0
2.0,10,1479,300000,120000,1,0,0,1,0,0,1,0
1.0,15,204,81000,83411,0,1,0,1,0,0,1,0
2.0,6,1198,1000000,80000,1,0,0,1,0,1,0,0
1.0,2,883,925000,50000,1,0,0,1,0,0,1,0
1.0,6,634,450000,40000,1,0,0,1,0,0,1,0
1.0,7,685,600000,13270,1,0,0,1,0,0,1,0
3.0,15,485,85000,100000,0,1,0,1,0,1,0,0
1.0,5,729,700000,50000,1,0,0,1,0,0,1,0
1.0,4,435,486000,26500,0,1,0,1,0,0,1,0
1.0,8,992,400000,90000,1,0,0,1,0,0,1,0
3.0,13,193,120000,100000,0,1,0,1,0,0,1,0
1.0,3,793,275000,35000,0,1,0,1,0,0,1,0
1.0,5,598,580000,57000,1,0,0,1,0,0,1,0
1.0,6,967,375000,70000,0,1,0,1,0,0,1,0
3.0,6,1049,229999,100000,0,1,0,1,0,0,1,0
2.0,11,811,110000,88000,0,1,0,1,0,0,1,0
1.0,4,971,600000,60000,1,0,0,1,0,0,1,0
2.0,12,788,120000,76000,0,1,0,1,0,0,1,0
2.0,11,233,200000,100000,1,0,0,1,0,0,1,0
2.0,9,506,450000,110000,1,0,0,1,0,0,1,0
2.0,9,506,550000,80000,1,0,0,1,0,0,1,0
2.0,9,811,220000,80000,0,1,0,1,0,0,1,0
1.0,20,781,40000,30000,0,1,0,1,0,0,1,0
1.0,4,1148,300000,20000,0,1,0,1,0,1,0,0
1.0,3,636,630000,40000,1,0,0,1,0,0,1,0
2.0,4,971,610000,40000,1,0,0,1,0,0,1,0
2.0,2,548,660000,7000,0,1,0,1,0,0,1,0
2.0,9,1040,220000,80000,0,0,0,1,0,0,1,1
2.0,10,1109,138000,90000,1,0,0,1,0,0,1,0
1.0,8,1109,210000,13770,1,0,0,1,0,0,1,0
1.0,16,1073,125000,34000,0,1,1,0,0,0,1,0
1.0,13,816,125000,102000,0,1,1,0,0,0,1,0
1.0,7,319,725000,110000,1,0,0,1,0,0,1,0
2.0,10,801,170000,90000,0,1,0,1,0,0,1,0
3.0,6,1415,1200000,70000,1,0,0,1,0,0,1,0
2.0,18,1051,70000,90000,0,1,0,1,0,0,1,0
2.0,14,814,100000,70000,0,1,0,1,0,0,1,0
2.0,15,337,300000,80000,0,1,0,1,0,0,1,0
2.0,8,992,450000,100000,1,0,0,1,0,0,1,0
1.0,6,971,530000,100000,1,0,0,1,0,0,1,0
3.0,14,1060,100000,143000,0,1,0,1,0,0,1,0
2.0,11,307,350000,115000,0,1,0,1,0,0,1,0
2.0,10,1274,165000,100000,1,0,0,1,0,0,1,0
